raw_data
3507
3555
3532
3531
3483
3508
3532
2319
3556
3504
3528
5274
3532
3531
3531
3483
3507
3506
3507
3482
3482
3507
3532
3507
3507
3529
3504
3506
3507
3506
3482
3482
3507
3528
3507
3506
3528
3553
3480
3507
3507
3555
3532
3556
3508
3606
3507
3509
3507
3510
3510
3483
3482
3483
3508
3532
3483
3483
3531
3482
3507
3507
3531
3482
3511
3485
3510
3482
3483
3482
3507
3483
3482
3483
3507
3532
3506
3532
3605
3507
3532
3507
3507
3507
3531
3507
3532
3556
3559
3531
3506
3531
3507
3483
3483
3482
3532
3507
3532
3507
