raw_data
3433
3433
3434
3433
3433
3433
3434
3433
3430
3430
3434
3433
3433
3430
3454
3430
3431
3430
3430
3430
3431
3430
3430
3431
3430
3434
3433
3430
3431
3430
3430
3431
3430
3430
3430
3405
3406
3406
3430
3433
3433
3434
3434
3433
3434
3433
3434
3433
3434
3434
3434
3434
3434
3434
3433
3433
3434
3434
3434
3433
3434
3433
3434
3434
3430
3430
3433
3434
3434
3431
3434
3431
3431
3434
3430
3431
3430
3431
3431
3430
3430
3431
3430
3430
3406
3407
3434
3434
3431
3407
3430
3430
3431
3430
3431
3430
3431
3431
3431
3431
