raw_data
3511
3535
3514
3560
3514
3514
3514
3489
3489
3462
3510
3512
3511
3489
3490
3487
3536
3515
3490
3490
3489
3489
3465
3490
3490
3490
3465
3491
3514
3490
3465
3489
3465
3465
3491
3489
3515
3514
3515
3490
3490
3489
3515
3490
3465
3491
3515
3514
3490
3490
3465
3490
3490
3536
3515
3539
3465
3490
3489
3490
3515
3512
3514
3490
3515
3489
3515
3490
3490
3489
3490
3515
3515
3490
3490
3515
3491
3490
3490
3490
3490
3465
3465
3466
3491
3491
3465
3466
3490
3511
3514
3514
3489
3465
3490
3489
3490
3466
3489
3514
