raw_data
3490
3539
3514
3465
3490
3487
3538
3510
3489
3489
3488
3490
3513
3490
3489
3514
3514
3490
3514
3514
3540
3514
3489
3490
3490
3464
3465
3514
3514
3514
3515
3514
3490
3490
3515
3490
3465
3535
3511
3514
3486
3489
3486
3513
3490
3515
3490
3539
3511
3490
3491
3512
3490
3490
3512
3490
3487
3487
3515
3487
3487
3486
3487
3487
3511
3490
3514
3486
3512
3515
3514
3489
3490
3511
3539
3536
3538
3563
3515
3490
3539
3588
3513
3513
3490
3514
3514
3489
3489
3514
3490
3490
3514
3514
3515
3513
3514
3514
3518
3514
